323b0	𲎰	[一丨ヿ,,CJK-J]
325e3	𲗣	[口宀大丷日小,,CJK-J]
325e4	𲗤	[口衤𠂉日夂,,CJK-J]
325e5	𲗥	[口言田木,,CJK-J]
325e6	𲗦	[口尸示寸心,,CJK-J]
325e7	𲗧	[口糹石水,,CJK-J]
325e8	𲗨	[壴口厶八夂,,CJK-J]
325e9	𲗩	[口扌⺈厂八言,,CJK-J]
325ea	𲗪	[口豆頁,,CJK-J]
325eb	𲗫	[口十日十人羽,,CJK-J]
325ec	𲗬	[口扌口吅木,,CJK-J]
325ed	𲗭	[口覀示瓜,,CJK-J]
325ee	𲗮	[壴口艹亡,,CJK-J]
325ef	𲗯	[口艹隹灬,,CJK-J]
325f0	𲗰	[口山{微框}几,,CJK-J]
325f1	𲗱	[口艹肀爿一,,CJK-J]
325f2	𲗲	[口艹罒冖目,,CJK-J]
325f3	𲗳	[隹隹口,,CJK-J]
325f4	𲗴	[口禾白小彡,,CJK-J]
325f5	𲗵	[口犭罒勹虫,,CJK-J]
325f6	𲗶	[言五口口匕,,CJK-J]
325f7	𲗷	[口火火冖吕,,CJK-J]
325f8	𲗸	[口言艹𠂇口,,CJK-J]
325f9	𲗹	[口言⺷大,,CJK-J]
325fa	𲗺	[口尸艹田⽱,,CJK-J]
325fb	𲗻	[口辟土,,CJK-J]
325fc	𲗼	[口厶⺶日曰,,CJK-J]
325fd	𲗽	[口一土,,CJK-J]
325fe	𲗾	[口厂日⺝犬土,,CJK-J]
325ff	𲗿	[口十日十韋,,CJK-J]
32600	𲘀	[口馬人禾,,CJK-J]
32601	𲘁	[口門水舌,,CJK-J]
32602	𲘂	[口虍隹二ㄅ,,CJK-J]
32603	𲘃	[口犭艹隹又,,CJK-J]
32604	𲘄	[广黄口匕,,CJK-J]
32605	𲘅	[口米田龷八,,CJK-J]
32606	𲘆	[口言身寸,,CJK-J]
32607	𲘇	[口麻米,,CJK-J]
32608	𲘈	[口子⺻灬皿,,CJK-J]
32609	𲘉	[口龙𰀪鳥,,CJK-J]
3260a	𲘊	[口田田田土,,CJK-J]
3260b	𲘋	[口日业頁,,CJK-J]
3260c	𲘌	[口艹女束攵,,CJK-J]
3260d	𲘍	[口酉隹灬,,CJK-J]
3260e	𲘎	[口王⺈冂八目夂,,CJK-J]
3260f	𲘏	[冂一口冂一口,,CJK-J]
32610	𲘐	[口言立日戈,,CJK-J]
32611	𲘑	[口又又又木頁,,CJK-J]
32612	𲘒	[口覀示風,,CJK-J]
32613	𲘓	[口艹禾魚,,CJK-J]
32614	𲘔	[口乂乂冖見,,CJK-J]
32615	𲘕	[口⻗辟,,CJK-J]
32616	𲘖	[罒糹隹口匕,,CJK-J]
32617	𲘗	[口言艹隹又,,CJK-J]
32618	𲘘	[口言糹糹弓,,CJK-J]
32619	𲘙	[口艹句攵馬,,CJK-J]
3261a	𲘚	[口艹臣罒皿,,CJK-J]
3261b	𲘛	[口⻗口吅工人人,,CJK-J]
3261c	𲘜	[口广耳王十罒一心,,CJK-J]
3261d	𲘝	[口言糹糹金,,CJK-J]
3261e	𲘞	[〇乙,,CJK-J]
3261f	𲘟	[丿囚,,CJK-J]
32620	𲘠	[囗旡,,CJK-J]
32621	𲘡	[囗勹𰀪丶,,CJK-J]
32622	𲘢	[囗⺧儿,,CJK-J]
32623	𲘣	[囗亠,,CJK-J]
32624	𲘤	[囗王廾,,CJK-J]
32625	𲘥	[囗艹亡,,CJK-J]
32626	𲘦	[囗,,CJK-J]
32627	𲘧	[囗艹勹厶,,CJK-J]
32628	𲘨	[囗亠山,,CJK-J]
32629	𲘩	[囗亠心,,CJK-J]
3262a	𲘪	[囗礻日丨,,CJK-J]
3262b	𲘫	[囗日一里,,CJK-J]
3262c	𲘬	[囗罒面,,CJK-J]
3262d	𲘭	[囗魚日,,CJK-J]
3262e	𲘮	[囗口貝侖,,CJK-J]
3262f	𲘯	[侖囗口貝,,CJK-J]
32630	𲘰	[土刂,,CJK-J]
32631	𲘱	[土一,,CJK-J]
32632	𲘲	[土一ㄅ一,,CJK-J]
32633	𲘳	[土夕,,CJK-J]
32634	𲘴	[土厂㔾,,CJK-J]
32635	𲘵	[土长,,CJK-J]
32636	𲘶	[六土,,CJK-J]
32637	𲘷	[土ヿ土,,CJK-J]
32638	𲘸	[土厂干,,CJK-J]
32639	𲘹	[土𠂇口,,CJK-J]
3263a	𲘺	[土匚巾,,CJK-J]
3263b	𲘻	[土鸟,,CJK-J]
3263c	𲘼	[𠂉也土,,CJK-J]
3263d	𲘽	[土亻弋,,CJK-J]
3263e	𲘾	[氵㔾土,,CJK-J]
3263f	𲘿	[⺍冖土,,CJK-J]
32640	𲙀	[土乃土,,CJK-J]
32641	𲙁	[土ス工,,CJK-J]
32642	𲙂	[土一廾刂,,CJK-J]
32643	𲙃	[土艹了,,CJK-J]
32644	𲙄	[丿用土,,CJK-J]
32645	𲙅	[土舌,,CJK-J]
32646	𲙆	[土厂,,CJK-J]
32647	𲙇	[不土也,,CJK-J]
32648	𲙈	[土⺈冖巾,,CJK-J]
32649	𲙉	[土辰,,CJK-J]
3264a	𲙊	[土囗水,,CJK-J]
3264b	𲙋	[土忄人,,CJK-J]
3264c	𲙌	[土,,CJK-J]
3264d	𲙍	[土也二儿,,CJK-J]
3264e	𲙎	[土刀丶心,,CJK-J]
3264f	𲙏	[土车斤,,CJK-J]
32650	𲙐	[夫夫土,,CJK-J]
32651	𲙑	[土木八厶,,CJK-J]
32652	𲙒	[土大示,,CJK-J]
32653	𲙓	[土土一冂人,,CJK-J]
32654	𲙔	[土耳又,,CJK-J]
32655	𲙕	[土扌刀口,,CJK-J]
32656	𲙖	[土黾,,CJK-J]
32657	𲙗	[⺊一小又土,,CJK-J]
32658	𲙘	[土日一寸,,CJK-J]
32659	𲙙	[土口且,,CJK-J]
3265a	𲙚	[禾口土,,CJK-J]
3265b	𲙛	[亻歹刂土,,CJK-J]
3265c	𲙜	[土彳皮,,CJK-J]
3265d	𲙝	[土广亻寸,,CJK-J]
3265e	𲙞	[土文辶,,CJK-J]
3265f	𲙟	[土十艹贝,,CJK-J]
32660	𲙠	[土大土土,,CJK-J]
32661	𲙡	[土了口又一,,CJK-J]
32662	𲙢	[土虫贝,,CJK-J]
32663	𲙣	[土口吅,,CJK-J]
32664	𲙤	[土日业,,CJK-J]
32665	𲙥	[土日生,,CJK-J]
32666	𲙦	[犭虫土,,CJK-J]
32667	𲙧	[土禾火,,CJK-J]
32668	𲙨	[土几,,CJK-J]
32669	𲙩	[氵各土,,CJK-J]
3266a	𲙪	[土宀各,,CJK-J]
3266b	𲙫	[土一业日,,CJK-J]
3266c	𲙬	[土山夂丰,,CJK-J]
3266d	𲙭	[人人土厂,,CJK-J]
3266e	𲙮	[土金十,,CJK-J]
3266f	𲙯	[土穴瓜,,CJK-J]
32670	𲙰	[土䒑大月,,CJK-J]
32671	𲙱	[土水廴,,CJK-J]
32672	𲙲	[土耂子攵,,CJK-J]
32673	𲙳	[土厂土囗口,,CJK-J]
32674	𲙴	[土贝贝女,,CJK-J]
32675	𲙵	[土山歹攵,,CJK-J]
32676	𲙶	[虫予丿土,,CJK-J]
32677	𲙷	[土罒缶,,CJK-J]
32678	𲙸	[土毌貝,,CJK-J]
32679	𲙹	[人禾攵土,,CJK-J]
3267a	𲙺	[土千里力,,CJK-J]
3267b	𲙻	[土宀艹见,,CJK-J]
3267c	𲙼	[米㇗斤土,,CJK-J]
3267d	𲙽	[土方𠂉疋,,CJK-J]
3267e	𲙾	[土立儿冫,,CJK-J]
3267f	𲙿	[土丷夫目,,CJK-J]
32680	𲚀	[阝日丿廾土,,CJK-J]
32681	𲚁	[土阝⺈臼,,CJK-J]
32682	𲚂	[土匚日宀女,,CJK-J]
32683	𲚃	[土耂日阝,,CJK-J]
32684	𲚄	[土木戈戈,,CJK-J]
32685	𲚅	[土尚攵,,CJK-J]
32686	𲚆	[土囗韋,,CJK-J]
32687	𲚇	[土門月,,CJK-J]
32688	𲚈	[土鱼日,,CJK-J]
32689	𲚉	[土宀一口田,,CJK-J]
3268a	𲚊	[土艹千里,,CJK-J]
3268b	𲚋	[土厂黑,,CJK-J]
3268c	𲚌	[豕艮土,,CJK-J]
3268d	𲚍	[土厂廿口龶,,CJK-J]
3268e	𲚎	[十冂人人土,,CJK-J]
3268f	𲚏	[土止匕⺈用,,CJK-J]
32690	𲚐	[土隹,,CJK-J]
32691	𲚑	[爫幺大土土,,CJK-J]
32692	𲚒	[土丿囗米一ㄅ,,CJK-J]
32693	𲚓	[氵厂白小土,,CJK-J]
32694	𲚔	[土肀爿,,CJK-J]
32695	𲚕	[土大隹寸,,CJK-J]
32696	𲚖	[{𣪊无一}禾土,,CJK-J]
32697	𲚗	[土王白石,,CJK-J]
32698	𲚘	[土⺮宀㠯,,CJK-J]
32699	𲚙	[土⺮广⺊口,,CJK-J]
3269a	𲚚	[土广羽人彡,,CJK-J]
3269b	𲚛	[氵戊⺊一小土,,CJK-J]
3269c	𲚜	[甘冂人人犬土,,CJK-J]
3269d	𲚝	[金甫土,,CJK-J]
3269e	𲚞	[土丿冂米大山,,CJK-J]
3269f	𲚟	[土廿口匕灬,,CJK-J]
326a0	𲚠	[⻊丷豕土,,CJK-J]
326a1	𲚡	[土禾乃頁,,CJK-J]
326a2	𲚢	[宀丰口各土,,CJK-J]
326a3	𲚣	[亠罒氺𧘇土,,CJK-J]
326a4	𲚤	[土辟土,,CJK-J]
326a5	𲚥	[人人土山鬼,,CJK-J]
326a6	𲚦	[土火火冖吕,,CJK-J]
326a7	𲚧	[土宀井足,,CJK-J]
326a8	𲚨	[糹土土土一儿土,,CJK-J]
326a9	𲚩	[罒糹隹土,,CJK-J]
326aa	𲚪	[土⺮⺈厂八言,,CJK-J]
326ab	𲚫	[土立口儿立口儿,,CJK-J]
326ac	𲚬	[亥刂士,,CJK-J]
326ad	𲚭	[士乛工一口寸止戊一小丿,,CJK-J]
326ae	𲚮	[土八夂各,,CJK-J]
326af	𲚯	[夂㇗⺄,,CJK-J]
326b0	𲚰	[夕二ㄅ,,CJK-J]
326b1	𲚱	[䒑夕,,CJK-J]
326b2	𲚲	[夕巴,,CJK-J]
326b3	𲚳	[丶夕,,CJK-J]
326b4	𲚴	[夕夕𬺰丿,,CJK-J]
326b5	𲚵	[夕夕巴,,CJK-J]
326b6	𲚶	[夕夕匚巾,,CJK-J]
326b7	𲚷	[夕夕𠂇⺝,,CJK-J]
326b8	𲚸	[㇗夕夕,,CJK-J]
326b9	𲚹	[夕夕田心,,CJK-J]
326ba	𲚺	[夕夕亠囗口示,,CJK-J]
326bb	𲚻	[夕夕阝僉,,CJK-J]
326bc	𲚼	[夫ヿ,,CJK-J]
326bd	𲚽	[大日,,CJK-J]
326be	𲚾	[大𣄼,,CJK-J]
326bf	𲚿	[一大木一,,CJK-J]
326c0	𲛀	[大冂人人,,CJK-J]
326c1	𲛁	[大了,,CJK-J]
326c2	𲛂	[木支大,,CJK-J]
326c3	𲛃	[夫丷业,,CJK-J]
326c4	𲛄	[大彳土寸,,CJK-J]
326c5	𲛅	[可可大,,CJK-J]
326c6	𲛆	[大弓𠂉母,,CJK-J]
326c7	𲛇	[彳人人龰大,,CJK-J]
326c8	𲛈	[大可罒十ㄣ,,CJK-J]
326c9	𲛉	[乂乂冖大,,CJK-J]
326ca	𲛊	[女儿,,CJK-J]
326cb	𲛋	[扌丁女,,CJK-J]
326cc	𲛌	[女口力,,CJK-J]
326cd	𲛍	[女小又,,CJK-J]
326ce	𲛎	[女牙阝,,CJK-J]
326cf	𲛏	[女且力,,CJK-J]
326d0	𲛐	[刀丶心女,,CJK-J]
326d1	𲛑	[巴三女,,CJK-J]
326d2	𲛒	[女戈戈,,CJK-J]
326d3	𲛓	[女口且,,CJK-J]
326d4	𲛔	[尚女,,CJK-J]
326d5	𲛕	[女〢,,CJK-J]
326d6	𲛖	[女爫冖又,,CJK-J]
326d7	𲛗	[女千匕,,CJK-J]
326d8	𲛘	[女氵尸匕,,CJK-J]
326d9	𲛙	[女户方,,CJK-J]
326da	𲛚	[女又人云,,CJK-J]
326db	𲛛	[女尸屮凵,,CJK-J]
326dc	𲛜	[女了口又一,,CJK-J]
326dd	𲛝	[女厂里,,CJK-J]
326de	𲛞	[女虍牛,,CJK-J]
326df	𲛟	[女宀各,,CJK-J]
326e0	𲛠	[女宀臣,,CJK-J]
326e1	𲛡	[女⺍,,CJK-J]
326e2	𲛢	[女匚矢女,,CJK-J]
326e3	𲛣	[目目女,,CJK-J]
326e4	𲛤	[女卯,,CJK-J]
326e5	𲛥	[女亠田丶,,CJK-J]
326e6	𲛦	[冫欠女巴,,CJK-J]
326e7	𲛧	[厶⺝匕匕女,,CJK-J]
326e8	𲛨	[女耳又女,,CJK-J]
326e9	𲛩	[女石一廾,,CJK-J]
326ea	𲛪	[女頁,,CJK-J]
326eb	𲛫	[女艹囗木,,CJK-J]
326ec	𲛬	[女門口,,CJK-J]
326ed	𲛭	[女氵⺊一小又,,CJK-J]
326ee	𲛮	[未戊𠃌女,,CJK-J]
326ef	𲛯	[女山頁,,CJK-J]
326f0	𲛰	[女非心,,CJK-J]
326f1	𲛱	[女臣又示,,CJK-J]
326f2	𲛲	[女門亽龴,,CJK-J]
326f3	𲛳	[女⺈冂八日夂,,CJK-J]
326f4	𲛴	[亻龶貝女,,CJK-J]
326f5	𲛵	[女辟,,CJK-J]
326f6	𲛶	[女門虫,,CJK-J]
326f7	𲛷	[女壴口灬,,CJK-J]
326f8	𲛸	[女艹丿米田,,CJK-J]
326f9	𲛹	[𠂉母女甘木,,CJK-J]
326fa	𲛺	[女麻石,,CJK-J]
326fb	𲛻	[田力田力田力女,,CJK-J]
326fc	𲛼	[子乃,,CJK-J]
326fd	𲛽	[子⺊了,,CJK-J]
326fe	𲛾	[子⺁,,CJK-J]
326ff	𲛿	[子田力,,CJK-J]
32700	𲜀	[子子皿,,CJK-J]
32701	𲜁	[子宀吕,,CJK-J]
32702	𲜂	[𠂇丨子日匕,,CJK-J]
32703	𲜃	[爫子甫,,CJK-J]
32704	𲜄	[爫子亻一口,,CJK-J]
32705	𲜅	[子米夕㐄,,CJK-J]
32706	𲜆	[子瓜臼儿,,CJK-J]
32707	𲜇	[子瓜尸屮凵,,CJK-J]
32708	𲜈	[子非虫,,CJK-J]
32709	𲜉	[宀𬺰丿,,CJK-J]
3270a	𲜊	[宀彡,,CJK-J]
3270b	𲜋	[宀户,,CJK-J]
3270c	𲜌	[宀冂大,,CJK-J]
3270d	𲜍	[宀干艹,,CJK-J]
3270e	𲜎	[宀丁宀丁,,CJK-J]
3270f	𲜏	[宀母心,,CJK-J]
32710	𲜐	[宀戊一口,,CJK-J]
32711	𲜑	[宀寸宀子,,CJK-J]
32712	𲜒	[宀示冂人,,CJK-J]
32713	𲜓	[宀寸宀寸,,CJK-J]
32714	𲜔	[宀丷口心,,CJK-J]
32715	𲜕	[宀丿皿ヿ土,,CJK-J]
32716	𲜖	[宀日五口,,CJK-J]
32717	𲜗	[宀丿心,,CJK-J]
32718	𲜘	[宀鹿,,CJK-J]
32719	𲜙	[宀且艹牙,,CJK-J]
3271a	𲜚	[宀且宀且,,CJK-J]
3271b	𲜛	[宀丰口禾刂,,CJK-J]
3271c	𲜜	[宀冂大鳥,,CJK-J]
3271d	𲜝	[宀牙石石石,,CJK-J]
3271e	𲜞	[王廾宀艹見,,CJK-J]
3271f	𲜟	[耂日羽宀谷,,CJK-J]
32720	𲜠	[罒寸,,CJK-J]
32721	𲜡	[宀二儿寸,,CJK-J]
32722	𲜢	[土口口寸,,CJK-J]
32723	𲜣	[䒑自寸,,CJK-J]
32724	𲜤	[爫豆寸,,CJK-J]
32725	𲜥	[冖二儿長寸,,CJK-J]
32726	𲜦	[彐工口寸未,,CJK-J]
32727	𲜧	[土寸厂豆寸,,CJK-J]
32728	𲜨	[巴小丿,,CJK-J]
32729	𲜩	[至小丿,,CJK-J]
3272a	𲜪	[小扌斤,,CJK-J]
3272b	𲜫	[扌屮凵小,,CJK-J]
3272c	𲜬	[小扌冖儿二,,CJK-J]
3272d	𲜭	[小丿扌屮凵,,CJK-J]
3272e	𲜮	[亠人人十小丿,,CJK-J]
3272f	𲜯	[幺𠃌小,,CJK-J]
32730	𲜰	[門𬺰丿小,,CJK-J]
32731	𲜱	[⺈小非心,,CJK-J]
32732	𲜲	[尸乙,,CJK-J]
32733	𲜳	[尸二儿,,CJK-J]
32734	𲜴	[己丶三,,CJK-J]
32735	𲜵	[尸可,,CJK-J]
32736	𲜶	[尸弗,,CJK-J]
32737	𲜷	[尸儿,,CJK-J]
32738	𲜸	[尸冫毛,,CJK-J]
32739	𲜹	[尸屮凵亡,,CJK-J]
3273a	𲜺	[尸毛石,,CJK-J]
3273b	𲜻	[尸户𠕁,,CJK-J]
3273c	𲜼	[尸氺龵丶,,CJK-J]
3273d	𲜽	[冂䒑山刂尸丶,,CJK-J]
3273e	𲜾	[尸⺷皿,,CJK-J]
3273f	𲜿	[尸皮冂人人,,CJK-J]
32740	𲝀	[尸古方人⺀,,CJK-J]
32741	𲝁	[土隹尸毛,,CJK-J]
32742	𲝂	[尸丶⺀亼囗⺌日,,CJK-J]
32743	𲝃	[山八,,CJK-J]
32744	𲝄	[山二ㄅ,,CJK-J]
32745	𲝅	[山厂人,,CJK-J]
32746	𲝆	[山不,,CJK-J]
32747	𲝇	[山龰,,CJK-J]
32748	𲝈	[山人㔾,,CJK-J]
32749	𲝉	[山丿士,,CJK-J]
3274a	𲝊	[山口一ㄅ,,CJK-J]
3274b	𲝋	[山瓜,,CJK-J]
3274c	𲝌	[山册,,CJK-J]
3274d	𲝍	[白山,,CJK-J]
3274e	𲝎	[山丶水,,CJK-J]
3274f	𲝏	[山广人,,CJK-J]
32750	𲝐	[山皮,,CJK-J]
32751	𲝑	[山匕日,,CJK-J]
32752	𲝒	[山耳,,CJK-J]
32753	𲝓	[山土也,,CJK-J]
32754	𲝔	[一廾刂山,,CJK-J]
32755	𲝕	[山光,,CJK-J]
32756	𲝖	[山小大,,CJK-J]
32757	𲝗	[山亻丿士,,CJK-J]
32758	𲝘	[山亻犬,,CJK-J]
32759	𲝙	[山亻卩,,CJK-J]
3275a	𲝚	[女子山,,CJK-J]
3275b	𲝛	[山土,,CJK-J]
3275c	𲝜	[山句力,,CJK-J]
3275d	𲝝	[山龴用,,CJK-J]
3275e	𲝞	[山阝二儿,,CJK-J]
3275f	𲝟	[山一肀女,,CJK-J]
32760	𲝠	[山木王,,CJK-J]
32761	𲝡	[山長,,CJK-J]
32762	𲝢	[山大十廾,,CJK-J]
32763	𲝣	[山扌刀口,,CJK-J]
32764	𲝤	[山木冖儿,,CJK-J]
32765	𲝥	[山冂䒑亡,,CJK-J]
32766	𲝦	[山日卩,,CJK-J]
32767	𲝧	[山勹𰀪心,,CJK-J]
32768	𲝨	[山广氏丶,,CJK-J]
32769	𲝩	[山火火,,CJK-J]
3276a	𲝪	[方方山,,CJK-J]
3276b	𲝫	[山宀疋,,CJK-J]
3276c	𲝬	[山阝可,,CJK-J]
3276d	𲝭	[山石五,,CJK-J]
3276e	𲝮	[山艹𠂇口,,CJK-J]
3276f	𲝯	[屮凵屮凵,,CJK-J]
32770	𲝰	[山⺈貝,,CJK-J]
32771	𲝱	[山阝艮,,CJK-J]
32772	𲝲	[山癶一大,,CJK-J]
32773	𲝳	[山木土土,,CJK-J]
32774	𲝴	[山丶禾,,CJK-J]
32775	𲝵	[山宀吕,,CJK-J]
32776	𲝶	[山㇗力,,CJK-J]
32777	𲝷	[山山侖,,CJK-J]
32778	𲝸	[山田龷八,,CJK-J]
32779	𲝹	[山日罒又,,CJK-J]
3277a	𲝺	[山田龷八,,CJK-J]
3277b	𲝻	[山白コ儿,,CJK-J]
3277c	𲝼	[山示,,CJK-J]
3277d	𲝽	[山亻丨夂朩,,CJK-J]
3277e	𲝾	[山䒑廾瓦,,CJK-J]
3277f	𲝿	[山米立,,CJK-J]
32780	𲞀	[山阝亽乛云,,CJK-J]
32781	𲞁	[山⻗云,,CJK-J]
32782	𲞂	[山走戉,,CJK-J]
32783	𲞃	[山田心𬺰丿,,CJK-J]
32784	𲞄	[山手,,CJK-J]
32785	𲞅	[山丰刀糸,,CJK-J]
32786	𲞆	[山癶豆,,CJK-J]
32787	𲞇	[山土口貝,,CJK-J]
32788	𲞈	[山木木示,,CJK-J]
32789	𲞉	[山歺又米,,CJK-J]
3278a	𲞊	[山⺮工人人,,CJK-J]
3278b	𲞋	[山丷豕辶,,CJK-J]
3278c	𲞌	[山艹宀谷,,CJK-J]
3278d	𲞍	[山舟殳木,,CJK-J]
3278e	𲞎	[山⺈冂八目夂,,CJK-J]
3278f	𲞏	[亠{齊字腰}二山,,CJK-J]
32790	𲞐	[石石石山,,CJK-J]
32791	𲞑	[山{微框}王,,CJK-J]
32792	𲞒	[山行千里,,CJK-J]
32793	𲞓	[山火火冖王丶,,CJK-J]
32794	𲞔	[山言⺆土口,,CJK-J]
32795	𲞕	[山尸丷囗⺌日,,CJK-J]
32796	𲞖	[山阝虫貝,,CJK-J]
32797	𲞗	[山虍鬲,,CJK-J]
32798	𲞘	[山冂一口,,CJK-J]
32799	𲞙	[山冂一口,,CJK-J]
3279a	𲞚	[山一一鹿,,CJK-J]
3279b	𲞛	[川厶矢,,CJK-J]
3279c	𲞜	[巛乂凵宀丁,,CJK-J]
3279d	𲞝	[人人工,,CJK-J]
3279e	𲞞	[𠂇工𬺰丿,,CJK-J]
3279f	𲞟	[工白,,CJK-J]
327a0	𲞠	[工穴工,,CJK-J]
327a1	𲞡	[匚コ文口,,CJK-J]
327a2	𲞢	[土八夂匚コ,,CJK-J]
327a3	𲞣	[匚コ氵由,,CJK-J]
327a4	𲞤	[艹厶口匚コ,,CJK-J]
327a5	𲞥	[匚コ龵一丰,,CJK-J]
327a6	𲞦	[匚コ土丸,,CJK-J]
327a7	𲞧	[工罒耂日,,CJK-J]
327a8	𲞨	[巴亻氏丶,,CJK-J]
327a9	𲞩	[巴巴巴,,CJK-J]
327aa	𲞪	[巴爫丿ヿヿ𠃌灬,,CJK-J]
327ab	𲞫	[巴艹〢皿,,CJK-J]
327ac	𲞬	[己攵宀大可,,CJK-J]
327ad	𲞭	[巾二儿,,CJK-J]
327ae	𲞮	[巾⺈巴,,CJK-J]
327af	𲞯	[巾金,,CJK-J]
327b0	𲞰	[巾斤欠,,CJK-J]
327b1	𲞱	[𠂇巾尸毛,,CJK-J]
327b2	𲞲	[巾𠂉日夂,,CJK-J]
327b3	𲞳	[彳土寸巾,,CJK-J]
327b4	𲞴	[巾馬,,CJK-J]
327b5	𲞵	[巾白コ儿,,CJK-J]
327b6	𲞶	[予丿夂力巾,,CJK-J]
327b7	𲞷	[巾冖八⺊日十,,CJK-J]
327b8	𲞸	[巾户隹,,CJK-J]
327b9	𲞹	[丶干丷,,CJK-J]
327ba	𲞺	[干一廾,,CJK-J]
327bb	𲞻	[干艮,,CJK-J]
327bc	𲞼	[䒑廾尸毛,,CJK-J]
327bd	𲞽	[干丷月月,,CJK-J]
327be	𲞾	[幺彳聿,,CJK-J]
327bf	𲞿	[人氺幺幺戈人,,CJK-J]
327c0	𲟀	[广夫,,CJK-J]
327c1	𲟁	[广廿,,CJK-J]
327c2	𲟂	[广卩,,CJK-J]
327c3	𲟃	[广未,,CJK-J]
327c4	𲟄	[广古,,CJK-J]
327c5	𲟅	[广口巴,,CJK-J]
327c6	𲟆	[广辛,,CJK-J]
327c7	𲟇	[广禾子,,CJK-J]
327c8	𲟈	[广尸至,,CJK-J]
327c9	𲟉	[广龷八日⺃,,CJK-J]
327ca	𲟊	[广匚矢心,,CJK-J]
327cb	𲟋	[广火貝,,CJK-J]
327cc	𲟌	[广冂大貝,,CJK-J]
327cd	𲟍	[广⺍一⺶⺃,,CJK-J]
327ce	𲟎	[广土十目,,CJK-J]
327cf	𲟏	[广士殳攵,,CJK-J]
327d0	𲟐	[广丿㠯辛子,,CJK-J]
327d1	𲟑	[广丿龱辰,,CJK-J]
327d2	𲟒	[广里八土囗土口𧘇,,CJK-J]
327d3	𲟓	[月廴,,CJK-J]
327d4	𲟔	[匚口吅廴,,CJK-J]
327d5	𲟕	[艹隹廴,,CJK-J]
327d6	𲟖	[木田⽱廴,,CJK-J]
327d7	𲟗	[王王廾,,CJK-J]
327d8	𲟘	[弓丿几,,CJK-J]
327d9	𲟙	[亠弓可,,CJK-J]
327da	𲟚	[𣄼㇀弓口虫,,CJK-J]
327db	𲟛	[彐寸未,,CJK-J]
327dc	𲟜	[彐火小,,CJK-J]
327dd	𲟝	[丿冂彡,,CJK-J]
327de	𲟞	[非心彡,,CJK-J]
327df	𲟟	[虍鬲彡,,CJK-J]
327e0	𲟠	[彳丿七,,CJK-J]
327e1	𲟡	[彳云,,CJK-J]
327e2	𲟢	[彳用,,CJK-J]
327e3	𲟣	[彳䒑廾,,CJK-J]
327e4	𲟤	[彳立口,,CJK-J]
327e5	𲟥	[彳彳土寸,,CJK-J]
327e6	𲟦	[彳刀丶刀丶止,,CJK-J]
327e7	𲟧	[彳鹿,,CJK-J]
327e8	𲟨	[彳非心,,CJK-J]
327e9	𲟩	[彳弗貝,,CJK-J]
327ea	𲟪	[彳十罒衣,,CJK-J]
327eb	𲟫	[彳千里欠,,CJK-J]
327ec	𲟬	[彳皮,,CJK-J]
327ed	𲟭	[彳厂日⺝犬,,CJK-J]
327ee	𲟮	[彳丷酉大阝,,CJK-J]
327ef	𲟯	[彳云⺍冂人人攵,,CJK-J]
327f0	𲟰	[彳日一寸牜土寸,,CJK-J]
327f1	𲟱	[忄井,,CJK-J]
327f2	𲟲	[毛心,,CJK-J]
327f3	𲟳	[忄火,,CJK-J]
327f4	𲟴	[弓丨心,,CJK-J]
327f5	𲟵	[一火心,,CJK-J]
327f6	𲟶	[心口,,CJK-J]
327f7	𲟷	[忄亻子,,CJK-J]
327f8	𲟸	[𠂇丨子心,,CJK-J]
327f9	𲟹	[忄而,,CJK-J]
327fa	𲟺	[丿未心,,CJK-J]
327fb	𲟻	[⺧儿心,,CJK-J]
327fc	𲟼	[忄亻卩,,CJK-J]
327fd	𲟽	[丿皿心,,CJK-J]
327fe	𲟾	[忄宀子,,CJK-J]
327ff	𲟿	[讠仑心,,CJK-J]
32800	𲠀	[女也心,,CJK-J]
32801	𲠁	[口力刂心,,CJK-J]
32802	𲠂	[忄口亽乛,,CJK-J]
32803	𲠃	[丿扌戈心,,CJK-J]
32804	𲠄	[忄亻⺈小,,CJK-J]
32805	𲠅	[忄氵王,,CJK-J]
32806	𲠆	[忄山厂干,,CJK-J]
32807	𲠇	[月月心,,CJK-J]
32808	𲠈	[忄白巾,,CJK-J]
32809	𲠉	[忄一山,,CJK-J]
3280a	𲠊	[户攵心,,CJK-J]
3280b	𲠋	[宀⺊口心,,CJK-J]
3280c	𲠌	[氵由心,,CJK-J]
3280d	𲠍	[女⺈小心,,CJK-J]
3280e	𲠎	[忄厂一口土,,CJK-J]
3280f	𲠏	[及⺈彐心,,CJK-J]
32810	𲠐	[⺈彐心及,,CJK-J]
32811	𲠑	[忄儿力,,CJK-J]
32812	𲠒	[⺁又心,,CJK-J]
32813	𲠓	[忄尸至,,CJK-J]
32814	𲠔	[忄弗贝,,CJK-J]
32815	𲠕	[士口欠心,,CJK-J]
32816	𲠖	[木土己心,,CJK-J]
32817	𲠗	[乌一业心,,CJK-J]
32818	𲠘	[忄彳人禾,,CJK-J]
32819	𲠙	[丷夫日心,,CJK-J]
3281a	𲠚	[言己心,,CJK-J]
3281b	𲠛	[厶口心一冂人,,CJK-J]
3281c	𲠜	[忄束欠,,CJK-J]
3281d	𲠝	[未丷攵心,,CJK-J]
